customers_affected,start_time,estimated_end_time,type_code,type,longitude,latitude,status_code,status,cause_code,cause,municipality_id,message_id,bis_version,pulled_at
2,2026-06-17 16:54:17,,P,Outage,-74.16042955186904,45.78167224278122,R,Crew en route,,NA,6357,,20260617214015,2026-06-18 01:42:56
7,2026-06-17 17:18:03,2026-06-18 00:00:00,P,Outage,-71.55545080400628,46.804808707018594,A,Work assigned,,NA,8374,,20260617214015,2026-06-18 01:42:56
14,2026-06-17 18:09:13,2026-06-18 03:15:00,P,Outage,-73.44595437284312,45.53740043318991,L,Crew at work,,NA,4410,,20260617214015,2026-06-18 01:42:56
93,2026-06-17 20:46:55,2026-06-17 22:30:00,P,Outage,-73.63984620625273,45.456476834205574,N,NA,,NA,1000,,20260617214015,2026-06-18 01:42:56
3,2026-06-17 18:38:02,,P,Outage,-71.92717166794893,46.06644209601773,A,Work assigned,,NA,9359,,20260617214015,2026-06-18 01:42:56
12,2026-06-17 18:35:23,,P,Outage,-73.44061150573067,45.99162791084826,N,NA,,NA,7803,,20260617214015,2026-06-18 01:42:56
5,2026-06-17 18:36:35,2026-06-18 00:00:00,P,Outage,-71.23475777382296,46.83055424576582,A,Work assigned,,NA,5410,,20260617214015,2026-06-18 01:42:56
1,2026-06-17 17:05:04,2026-06-18 00:00:00,P,Outage,-67.61972849976821,48.49909242296891,R,Crew en route,,NA,9260,,20260617214015,2026-06-18 01:42:56
11,2026-06-17 16:19:19,,P,Outage,-73.3509941769932,45.5434434973509,R,Crew en route,,NA,6210,,20260617214015,2026-06-18 01:42:56
1,2026-06-17 20:54:42,2026-06-17 22:45:00,P,Outage,-72.30680193907533,45.26778351945002,N,NA,,NA,1439,,20260617214015,2026-06-18 01:42:56
118,2026-06-17 16:23:47,2026-06-17 22:15:00,P,Outage,-73.89371665789221,46.672658115562676,L,Crew at work,51,Vegetation damage,7671,,20260617214015,2026-06-18 01:42:56
8,2026-06-17 21:10:05,2026-06-17 23:15:00,P,Outage,-72.5938215659181,46.35369232065615,N,NA,,NA,9233,,20260617214015,2026-06-18 01:42:56
1,2026-06-17 17:31:17,2026-06-17 23:15:00,P,Outage,-71.66012001506945,45.89198285051131,R,Crew en route,,NA,2543,,20260617214015,2026-06-18 01:42:56
5,2026-06-17 21:18:32,2026-06-17 23:15:00,P,Outage,-73.62273718073786,46.16104619120672,N,NA,,NA,8527,,20260617214015,2026-06-18 01:42:56
2,2026-06-17 16:46:10,,P,Outage,-78.39430436497271,48.31940499178373,R,Crew en route,,NA,5362,,20260617214015,2026-06-18 01:42:56
16,2026-06-17 16:39:17,2026-06-17 21:45:00,P,Outage,-73.98811565398007,45.94618932884293,L,Crew at work,,NA,6993,,20260617214015,2026-06-18 01:42:56
1,2026-06-17 21:32:10,2026-06-18 01:15:00,P,Outage,-78.3964623833037,48.32083393217374,N,NA,51,Vegetation damage,5362,,20260617214015,2026-06-18 01:42:56
516,2026-06-17 15:24:15,2026-06-18 01:00:00,P,Outage,-77.95790189515905,48.539839167392486,L,Crew at work,21,Weather conditions,1065,,20260617214015,2026-06-18 01:42:56
6,2026-06-17 21:35:08,,P,Outage,-73.67965134207125,45.71156735486197,N,NA,,NA,9160,,20260617214015,2026-06-18 01:42:56
92,2026-06-17 16:46:31,2026-06-18 03:15:00,P,Outage,-71.30421445781133,46.813354979243094,L,Crew at work,21,Weather conditions,5411,,20260617214015,2026-06-18 01:42:56
