customers_affected,start_time,estimated_end_time,type_code,type,longitude,latitude,status_code,status,cause_code,cause,municipality_id,message_id,bis_version,pulled_at
2,2026-05-17 19:03:57,,P,Outage,-79.18231253538646,47.36796482869482,N,NA,,NA,2357,,20260517212001,2026-05-18 01:34:25
1,2026-05-17 19:14:46,,P,Outage,-70.81490447416242,45.700013641466775,R,Crew en route,,NA,2381,,20260517212001,2026-05-18 01:34:25
1,2026-05-17 14:36:35,,P,Outage,-70.88189114136934,47.12269295186074,L,Crew at work,51,Vegetation damage,6690,,20260517212001,2026-05-18 01:34:25
5,2026-05-17 13:12:25,,P,Outage,-72.81898744516943,45.313351558145435,L,Crew at work,33,Accident or incident,5925,,20260517212001,2026-05-18 01:34:25
6,2026-05-17 15:00:07,,P,Outage,-74.95718155802892,46.228812040983264,R,Crew en route,,NA,3933,,20260517212001,2026-05-18 01:34:25
7,2026-05-17 19:18:25,,P,Outage,-74.58764750591247,46.132167462476836,N,NA,,NA,7305,,20260517212001,2026-05-18 01:34:25
282,2026-05-17 20:31:17,2026-05-18 03:15:00,P,Outage,-74.04540446850137,45.7777514685823,L,Crew at work,11,Equipment failure,1353,,20260517212001,2026-05-18 01:34:25
7,2026-05-17 19:42:43,2026-05-17 21:45:00,P,Outage,-75.47967317633871,46.53795958263405,N,NA,,NA,4704,,20260517212001,2026-05-18 01:34:25
2,2026-05-17 15:44:19,2026-05-18 11:15:00,P,Outage,-74.61377708190842,45.00366330083139,R,Crew en route,24,Weather conditions,7989,,20260517212001,2026-05-18 01:34:25
1,2026-05-17 19:34:19,2026-05-17 21:30:00,P,Outage,-76.71930510874397,48.27365403677691,N,NA,,NA,5715,,20260517212001,2026-05-18 01:34:25
4,2026-05-17 17:38:54,2026-05-17 23:15:00,P,Outage,-73.83408492962329,45.57559373594875,L,Crew at work,,NA,2261,,20260517212001,2026-05-18 01:34:25
2,2026-05-17 17:53:02,,P,Outage,-75.32994582732191,45.79691504789262,R,Crew en route,,NA,4773,,20260517212001,2026-05-18 01:34:25
56,2026-05-17 20:55:24,2026-05-17 23:00:00,P,Outage,-73.76136495350991,45.527722395638236,N,NA,,NA,1856,,20260517212001,2026-05-18 01:34:25
2041,2026-05-17 20:58:41,2026-05-17 23:00:00,P,Outage,-73.67570224841873,45.57664460699129,N,NA,44,Accident or incident,2180,,20260517212001,2026-05-18 01:34:25
