customers_affected,start_time,estimated_end_time,type_code,type,longitude,latitude,status_code,status,cause_code,cause,municipality_id,message_id,bis_version,pulled_at
43,2026-07-02 18:16:05,2026-07-04 23:45:00,P,Outage,-72.61260281673766,46.008168461045535,A,Work assigned,58,Equipment failure,8329,,20260704211012,2026-07-05 01:23:02
8,2026-07-04 08:54:12,2026-07-04 23:15:00,P,Outage,-72.53228494833344,45.911028196252296,N,NA,,NA,2117,,20260704211012,2026-07-05 01:23:02
1,2026-07-04 15:20:26,,P,Outage,-74.12748645167423,45.81100126661377,A,Work assigned,,NA,4652,,20260704211012,2026-07-05 01:23:02
1,2026-07-04 16:39:33,2026-07-04 21:45:00,P,Outage,-72.50062203748004,45.06460245381856,N,NA,,NA,9106,,20260704211012,2026-07-05 01:23:02
4,2026-07-04 15:39:25,2026-07-04 23:15:00,P,Outage,-73.879096101781,45.63932943095255,A,Work assigned,11,Equipment failure,9371,,20260704211012,2026-07-05 01:23:02
5,2026-07-04 17:38:39,2026-07-04 23:15:00,P,Outage,-70.53003197131305,47.47775345604322,R,Crew en route,,NA,1230,,20260704211012,2026-07-05 01:23:02
2,2026-07-04 15:04:23,2026-07-04 22:45:00,P,Outage,-72.98722769168154,45.35435368321116,L,Crew at work,11,Equipment failure,6261,,20260704211012,2026-07-05 01:23:02
40,2026-07-04 11:41:29,2026-07-04 22:15:00,P,Outage,-72.90813439920477,45.45301619423484,L,Crew at work,54,Accident or incident,7809,,20260704211012,2026-07-05 01:23:02
10,2026-07-04 18:01:42,,P,Outage,-74.25253290324805,45.24310676329798,A,Work assigned,,NA,8338,,20260704211012,2026-07-05 01:23:02
29,2026-07-03 09:46:25,2026-07-05 07:15:00,P,Outage,-73.80838142353574,45.511378983396696,A,Work assigned,,NA,0263,,20260704211012,2026-07-05 01:23:02
5,2026-07-04 18:14:44,,P,Outage,-73.82164103686257,45.673339240644765,N,NA,,NA,1413,,20260704211012,2026-07-05 01:23:02
609,2026-07-02 18:18:10,2026-07-05 07:15:00,P,Outage,-73.81298971589081,45.6646682721578,L,Crew at work,51,Vegetation damage,1413,,20260704211012,2026-07-05 01:23:02
20,2026-07-02 18:18:10,2026-07-05 07:15:00,P,Outage,-73.81957474434685,45.66917493446556,A,Work assigned,24,Weather conditions,1413,,20260704211012,2026-07-05 01:23:02
78,2026-07-04 12:05:28,2026-07-04 21:15:00,P,Outage,-73.56409191945137,45.51775011727819,R,Crew en route,,NA,1000,,20260704211012,2026-07-05 01:23:02
6,2026-07-04 18:14:44,,P,Outage,-73.77977289562683,45.64784522956099,N,NA,,NA,5629,,20260704211012,2026-07-05 01:23:02
26,2026-07-04 18:12:28,,P,Outage,-72.63508916498115,46.040260098649256,A,Work assigned,,NA,8329,,20260704211012,2026-07-05 01:23:02
5,2026-07-04 18:14:44,,P,Outage,-73.83195625702892,45.66330974758295,N,NA,,NA,1413,,20260704211012,2026-07-05 01:23:02
7,2026-07-04 20:18:42,2026-07-04 22:15:00,P,Outage,-71.20617108737773,46.953758903085024,R,Crew en route,,NA,8545,,20260704211012,2026-07-05 01:23:02
4,2026-07-04 19:50:30,2026-07-04 22:15:00,P,Outage,-70.85311890856066,46.32313513574547,A,Work assigned,,NA,7233,,20260704211012,2026-07-05 01:23:02
1,2026-07-04 20:17:33,2026-07-05 01:15:00,P,Outage,-74.07479953969053,45.77413390547989,L,Crew at work,51,Vegetation damage,1353,,20260704211012,2026-07-05 01:23:02
26,2026-07-04 20:21:57,2026-07-04 22:15:00,P,Outage,-73.10932801395907,46.04080058712704,A,Work assigned,,NA,5775,,20260704211012,2026-07-05 01:23:02
12,2026-07-04 20:18:12,2026-07-04 22:15:00,P,Outage,-74.11838039920406,45.26517671833952,N,NA,,NA,5707,,20260704211012,2026-07-05 01:23:02
